Python_Pit_Risk_Level,Rolling_3Lap_Degradation,LapTime_ZScore,Outlier_Lap_Flag,Clean_Lap_For_Model,Year,RoundNumber,EventName,Driver_Code,LapNumber,Stint,Tire_Compound,LapTime_Seconds,Degradation_Sec,Lap_ID
High Risk,3.073,-0.030262679,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,23,4,INTERMEDIATE,92.438,3.139,2025_1_GAS_23
High Risk,2.977,-0.219053074,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,24,4,INTERMEDIATE,92.035,2.736000000,2025_1_GAS_24
High Risk,2.732666667,-0.412528094,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,25,4,INTERMEDIATE,91.622,2.323000000,2025_1_GAS_25
High Risk,2.229333333,-0.737641082,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,26,4,INTERMEDIATE,90.928,1.629000000,2025_1_GAS_26
High Risk,1.762666667,-0.874900600,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,27,4,INTERMEDIATE,90.635,1.336,2025_1_GAS_27
Medium Risk,1.349333333,-0.993421617,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,28,4,INTERMEDIATE,90.382,1.083,2025_1_GAS_28
Medium Risk,1.057,-1.148482711,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,29,4,INTERMEDIATE,90.051,0.752,2025_1_GAS_29
Low Risk,0.886666667,-1.114284947,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,30,4,INTERMEDIATE,90.124,0.825000000,2025_1_GAS_30
Low Risk,0.525666667,-1.500766525,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,31,4,INTERMEDIATE,89.299,0,2025_1_GAS_31
Low Risk,0.303000000,-1.461415673,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,32,4,INTERMEDIATE,89.383,0.084000000,2025_1_GAS_32
High Risk,2.922,0.707106781,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,42,5,HARD,87.942,2.922,2025_1_GAS_42
Medium Risk,1.461,-0.707106781,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,43,5,HARD,85.02,0,2025_1_GAS_43
High Risk,5.460000000,1.534400774,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,52,6,INTERMEDIATE,96.326,5.460000000,2025_1_GAS_52
High Risk,3.4455,-0.332175530,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,53,6,INTERMEDIATE,92.297,1.431,2025_1_GAS_53
High Risk,3.664,0.904796108,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,54,6,INTERMEDIATE,94.967,4.101,2025_1_GAS_54
High Risk,2.327333333,-0.323373110,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,55,6,INTERMEDIATE,92.316,1.45,2025_1_GAS_55
High Risk,1.850333333,-0.995136734,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,56,6,INTERMEDIATE,90.866,0,2025_1_GAS_56
Low Risk,0.632,-0.788511509,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,GAS,57,6,INTERMEDIATE,91.312,0.446,2025_1_GAS_57
High Risk,8.574000000,2.932711180,Outlier,Exclude: Statistical Outlier,2025,1,Australian Grand Prix,HAM,8,4,INTERMEDIATE,98.311,8.574000000,2025_1_HAM_8
High Risk,7.539500000,1.899053139,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,9,4,INTERMEDIATE,96.242,6.505000000,2025_1_HAM_9
High Risk,6.816333333,1.332015016,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,10,4,INTERMEDIATE,95.107,5.37,2025_1_HAM_10
High Risk,5.479000000,0.928343824,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,11,4,INTERMEDIATE,94.299,4.562000000,2025_1_HAM_11
High Risk,4.483333333,0.406768669,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,12,4,INTERMEDIATE,93.255,3.518,2025_1_HAM_12
High Risk,3.786666667,0.287865521,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,13,4,INTERMEDIATE,93.017,3.28,2025_1_HAM_13
High Risk,3.351,0.275375695,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,14,4,INTERMEDIATE,92.992,3.255000000,2025_1_HAM_14
High Risk,3.187000000,0.160968884,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,15,4,INTERMEDIATE,92.763,3.026000000,2025_1_HAM_15
High Risk,3.097666667,0.153974581,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,16,4,INTERMEDIATE,92.749,3.012,2025_1_HAM_16
High Risk,3.043666667,0.194441619,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,17,4,INTERMEDIATE,92.83,3.093,2025_1_HAM_17
High Risk,3.081666667,0.217922493,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,18,4,INTERMEDIATE,92.877,3.14,2025_1_HAM_18
High Risk,3.136666667,0.236407436,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,19,4,INTERMEDIATE,92.914,3.177000000,2025_1_HAM_19
High Risk,2.973666667,-0.049859387,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,20,4,INTERMEDIATE,92.341,2.604,2025_1_HAM_20
High Risk,2.707666667,-0.180752769,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,21,4,INTERMEDIATE,92.079,2.342,2025_1_HAM_21
High Risk,2.416666667,-0.199737305,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,22,4,INTERMEDIATE,92.041,2.304,2025_1_HAM_22
High Risk,2.226666667,-0.334627431,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,23,4,INTERMEDIATE,91.771,2.034000000,2025_1_HAM_23
High Risk,2.151000000,-0.294160394,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,24,4,INTERMEDIATE,91.852,2.115000000,2025_1_HAM_24
High Risk,1.757333333,-0.789756709,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,25,4,INTERMEDIATE,90.86,1.123,2025_1_HAM_25
High Risk,1.601000000,-0.568936577,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,26,4,INTERMEDIATE,91.302,1.565000000,2025_1_HAM_26
Medium Risk,1.235333333,-0.842213980,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,27,4,INTERMEDIATE,90.755,1.018,2025_1_HAM_27
Low Risk,0.996333333,-1.147964933,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,28,4,INTERMEDIATE,90.143,0.406000000,2025_1_HAM_28
Low Risk,0.604666667,-1.155958422,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,29,4,INTERMEDIATE,90.127,0.39,2025_1_HAM_29
Low Risk,0.265333333,-1.350799715,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,30,4,INTERMEDIATE,89.737,0,2025_1_HAM_30
Low Risk,0.358333333,-1.008578469,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,31,4,INTERMEDIATE,90.422,0.685,2025_1_HAM_31
Low Risk,0.394,-1.102501964,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,32,4,INTERMEDIATE,90.234,0.497,2025_1_HAM_32
High Risk,3.290000000,-0.304452642,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,42,5,HARD,87.508,3.290000000,2025_1_HAM_42
High Risk,1.645000000,-0.812388338,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,43,5,HARD,84.218,0,2025_1_HAM_43
High Risk,5.262,1.116840981,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,46,5,HARD,96.714,12.496,2025_1_HAM_46
High Risk,7.177000000,1.800644062,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,52,6,INTERMEDIATE,97.051,7.177000000,2025_1_HAM_52
High Risk,5.171000000,0.283170884,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,53,6,INTERMEDIATE,93.039,3.165000000,2025_1_HAM_53
High Risk,3.911000000,-0.387815511,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,54,6,INTERMEDIATE,91.265,1.391000000,2025_1_HAM_54
High Risk,1.518666667,-0.913938440,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,55,6,INTERMEDIATE,89.874,0,2025_1_HAM_55
Low Risk,0.537333333,-0.830348816,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,56,6,INTERMEDIATE,90.095,0.221,2025_1_HAM_56
Low Risk,0.921666667,0.048287822,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HAM,57,6,INTERMEDIATE,92.418,2.544000000,2025_1_HAM_57
High Risk,8.888000000,2.661461657,Outlier,Exclude: Statistical Outlier,2025,1,Australian Grand Prix,HUL,8,4,INTERMEDIATE,98.959,8.888000000,2025_1_HUL_8
High Risk,7.663500000,1.516697709,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,9,4,INTERMEDIATE,96.51,6.439000000,2025_1_HUL_9
High Risk,6.766666667,0.831428640,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,10,4,INTERMEDIATE,95.044,4.973,2025_1_HUL_10
High Risk,5.443666667,0.806186806,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,11,4,INTERMEDIATE,94.99,4.919,2025_1_HUL_11
High Risk,4.936666667,0.805719364,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,12,4,INTERMEDIATE,94.989,4.918000000,2025_1_HUL_12
High Risk,4.61,0.373336084,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,13,4,INTERMEDIATE,94.064,3.993000000,2025_1_HUL_13
High Risk,4.619333333,0.819275164,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,14,4,INTERMEDIATE,95.018,4.947,2025_1_HUL_14
High Risk,4.16,0.161585138,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,15,4,INTERMEDIATE,93.611,3.540000000,2025_1_HUL_15
High Risk,4.090666667,0.276108277,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,16,4,INTERMEDIATE,93.856,3.785,2025_1_HUL_16
High Risk,4.023666667,0.725319446,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,17,4,INTERMEDIATE,94.817,4.746,2025_1_HUL_17
High Risk,4.085333333,0.248061793,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,18,4,INTERMEDIATE,93.796,3.725000000,2025_1_HUL_18
High Risk,3.973333333,0.119047972,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,19,4,INTERMEDIATE,93.52,3.449,2025_1_HUL_19
High Risk,3.656666667,0.281250132,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,20,4,INTERMEDIATE,93.867,3.796000000,2025_1_HUL_20
High Risk,3.464666667,-0.021184444,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,21,4,INTERMEDIATE,93.22,3.149,2025_1_HUL_21
High Risk,3.353,-0.037544892,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,22,4,INTERMEDIATE,93.185,3.114,2025_1_HUL_22
High Risk,2.985666667,-0.233870273,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,23,4,INTERMEDIATE,92.765,2.694,2025_1_HUL_23
High Risk,2.735333333,-0.372232923,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,24,4,INTERMEDIATE,92.469,2.398,2025_1_HUL_24
High Risk,2.332,-0.603148966,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,25,4,INTERMEDIATE,91.975,1.904,2025_1_HUL_25
High Risk,2.013666667,-0.680276795,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,26,4,INTERMEDIATE,91.81,1.739,2025_1_HUL_26
High Risk,1.563333333,-1.003746232,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,27,4,INTERMEDIATE,91.118,1.047,2025_1_HUL_27
Medium Risk,1.172,-1.151925151,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,28,4,INTERMEDIATE,90.801,0.73,2025_1_HUL_28
Low Risk,0.694666667,-1.349652856,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,29,4,INTERMEDIATE,90.378,0.307,2025_1_HUL_29
Low Risk,0.552333333,-1.203343703,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,30,4,INTERMEDIATE,90.691,0.62,2025_1_HUL_30
Low Risk,0.309,-1.493157361,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,31,4,INTERMEDIATE,90.071,0,2025_1_HUL_31
Low Risk,0.219333333,-1.475394588,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,32,4,INTERMEDIATE,90.109,0.038,2025_1_HUL_32
High Risk,2.229,0.707106781,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,42,5,MEDIUM,87.472,2.229,2025_1_HUL_42
Medium Risk,1.1145,-0.707106781,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,43,5,MEDIUM,85.243,0,2025_1_HUL_43
Low Risk,0.850000000,-0.230329960,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,46,6,INTERMEDIATE,91.21,0.850000000,2025_1_HUL_46
High Risk,3.2125,2.195064318,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,52,6,INTERMEDIATE,95.935,5.575,2025_1_HUL_52
High Risk,2.626666667,0.080223170,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,53,6,INTERMEDIATE,91.815,1.455,2025_1_HUL_53
High Risk,2.554666667,-0.341205127,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,54,6,INTERMEDIATE,90.994,0.634,2025_1_HUL_54
Low Risk,0.722,-0.627119331,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,55,6,INTERMEDIATE,90.437,0.077,2025_1_HUL_55
Low Risk,0.237,-0.666644274,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,56,6,INTERMEDIATE,90.36,0,2025_1_HUL_56
Low Risk,0.192333333,-0.409988795,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,HUL,57,6,INTERMEDIATE,90.86,0.5,2025_1_HUL_57
High Risk,9.779,2.958763888,Outlier,Exclude: Statistical Outlier,2025,1,Australian Grand Prix,LAW,8,4,INTERMEDIATE,100.582,9.779,2025_1_LAW_8
High Risk,8.7075,2.047900261,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,9,4,INTERMEDIATE,98.439,7.636,2025_1_LAW_9
High Risk,7.742,1.272199785,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,10,4,INTERMEDIATE,96.614,5.811000000,2025_1_LAW_10
High Risk,5.939333333,0.660140232,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,11,4,INTERMEDIATE,95.174,4.371000000,2025_1_LAW_11
High Risk,4.481000000,0.188344326,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,12,4,INTERMEDIATE,94.064,3.261,2025_1_LAW_12
High Risk,3.715000000,0.295454748,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,13,4,INTERMEDIATE,94.316,3.513000000,2025_1_LAW_13
High Risk,3.196000000,-0.001649160,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,14,4,INTERMEDIATE,93.617,2.814000000,2025_1_LAW_14
High Risk,3.008666667,-0.050528916,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,15,4,INTERMEDIATE,93.502,2.699,2025_1_LAW_15
High Risk,2.875000000,0.125013164,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,16,4,INTERMEDIATE,93.915,3.112000000,2025_1_LAW_16
High Risk,3.194333333,0.405540459,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,17,4,INTERMEDIATE,94.575,3.772000000,2025_1_LAW_17
High Risk,3.694333333,0.587033118,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,18,4,INTERMEDIATE,95.002,4.199,2025_1_LAW_18
High Risk,3.954333333,0.456545422,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,19,4,INTERMEDIATE,94.695,3.892,2025_1_LAW_19
High Risk,3.595,-0.052654123,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,20,4,INTERMEDIATE,93.497,2.694,2025_1_LAW_20
High Risk,2.888666667,-0.313629516,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,21,4,INTERMEDIATE,92.883,2.08,2025_1_LAW_21
High Risk,2.017,-0.654937726,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,22,4,INTERMEDIATE,92.08,1.277,2025_1_LAW_22
High Risk,1.725333333,-0.424565310,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,23,4,INTERMEDIATE,92.622,1.819,2025_1_LAW_23
Medium Risk,1.482666667,-0.623059624,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,24,4,INTERMEDIATE,92.155,1.352,2025_1_LAW_24
Medium Risk,1.442333333,-0.706367730,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,25,4,INTERMEDIATE,91.959,1.156000000,2025_1_LAW_25
Low Risk,0.944666667,-1.059152056,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,26,4,INTERMEDIATE,91.129,0.326000000,2025_1_LAW_26
Low Risk,0.591000000,-1.074028503,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,27,4,INTERMEDIATE,91.094,0.291,2025_1_LAW_27
Low Risk,0.299333333,-1.078278917,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,28,4,INTERMEDIATE,91.084,0.281000000,2025_1_LAW_28
Low Risk,0.190666667,-1.197715538,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,29,4,INTERMEDIATE,90.803,0,2025_1_LAW_29
Low Risk,0.263333333,-0.981369487,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,30,4,INTERMEDIATE,91.312,0.509,2025_1_LAW_30
Low Risk,0.451666667,-0.838130550,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,31,4,INTERMEDIATE,91.649,0.846,2025_1_LAW_31
Medium Risk,1.437333333,0.059131754,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,32,4,INTERMEDIATE,93.76,2.957000000,2025_1_LAW_32
Medium Risk,1.128,-0.515031896,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,42,5,MEDIUM,84.098,1.128,2025_1_LAW_42
Low Risk,0.564,-0.637501711,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,43,5,MEDIUM,82.97,0,2025_1_LAW_43
High Risk,5.871666667,1.152533607,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LAW,46,5,MEDIUM,99.457,16.487,2025_1_LAW_46
High Risk,8.853000000,3.144648774,Outlier,Exclude: Statistical Outlier,2025,1,Australian Grand Prix,LEC,8,4,INTERMEDIATE,98.19,8.853000000,2025_1_LEC_8
High Risk,7.2245,1.549183528,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,9,4,INTERMEDIATE,94.933,5.596,2025_1_LEC_9
High Risk,6.217,0.866322443,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,10,4,INTERMEDIATE,93.539,4.202,2025_1_LEC_10
High Risk,4.904,1.215100845,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,11,4,INTERMEDIATE,94.251,4.914,2025_1_LEC_11
High Risk,4.438333333,0.864852871,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,12,4,INTERMEDIATE,93.536,4.199,2025_1_LEC_12
High Risk,3.991333333,0.209423796,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,13,4,INTERMEDIATE,92.198,2.861000000,2025_1_LEC_13
High Risk,3.390333333,0.331888122,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,14,4,INTERMEDIATE,92.448,3.111000000,2025_1_LEC_14
High Risk,2.827000000,0.036994024,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,15,4,INTERMEDIATE,91.846,2.509,2025_1_LEC_15
High Risk,2.705000000,0.030136021,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,16,4,INTERMEDIATE,91.832,2.495000000,2025_1_LEC_16
High Risk,2.723000000,0.358340417,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,17,4,INTERMEDIATE,92.502,3.165000000,2025_1_LEC_17
High Risk,2.979000000,0.413204435,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,18,4,INTERMEDIATE,92.614,3.277,2025_1_LEC_18
High Risk,2.988666667,0.044341883,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,19,4,INTERMEDIATE,91.861,2.524,2025_1_LEC_19
High Risk,2.74,-0.007093134,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,20,4,INTERMEDIATE,91.756,2.419,2025_1_LEC_20
High Risk,2.255,-0.299537946,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,21,4,INTERMEDIATE,91.159,1.822,2025_1_LEC_21
High Risk,1.866333333,-0.526831736,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,22,4,INTERMEDIATE,90.695,1.358000000,2025_1_LEC_22
High Risk,1.798,-0.107513882,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,23,4,INTERMEDIATE,91.551,2.214,2025_1_LEC_23
High Risk,1.655666667,-0.508707015,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,24,4,INTERMEDIATE,90.732,1.395,2025_1_LEC_24
High Risk,1.507666667,-0.744328380,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,25,4,INTERMEDIATE,90.251,0.914,2025_1_LEC_25
Medium Risk,1.104,-0.700731079,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,26,4,INTERMEDIATE,90.34,1.003,2025_1_LEC_26
Medium Risk,1.047666667,-0.591492900,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,27,4,INTERMEDIATE,90.563,1.226,2025_1_LEC_27
Low Risk,0.871666667,-1.002973037,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,28,4,INTERMEDIATE,89.723,0.386,2025_1_LEC_28
Low Risk,0.589,-1.116130075,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,29,4,INTERMEDIATE,89.492,0.155,2025_1_LEC_29
Low Risk,0.190333333,-1.177362238,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,30,4,INTERMEDIATE,89.367,0.03,2025_1_LEC_30
Low Risk,0.131333333,-1.089677780,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,31,4,INTERMEDIATE,89.546,0.209,2025_1_LEC_31
Low Risk,0.079666667,-1.192057957,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,32,4,INTERMEDIATE,89.337,0,2025_1_LEC_32
High Risk,1.56,-0.443429548,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,42,5,HARD,86.831,1.56,2025_1_LEC_42
Low Risk,0.78,-0.701609479,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,43,5,HARD,85.271,0,2025_1_LEC_43
High Risk,4.239333333,1.145039027,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,46,5,HARD,96.429,11.158,2025_1_LEC_46
High Risk,6.579000000,1.849015535,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,52,6,INTERMEDIATE,96.38,6.579000000,2025_1_LEC_52
High Risk,4.754500000,0.368694252,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,53,6,INTERMEDIATE,92.731,2.930000000,2025_1_LEC_53
High Risk,3.596666667,-0.300269792,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,54,6,INTERMEDIATE,91.082,1.281000000,2025_1_LEC_54
Medium Risk,1.461666667,-0.749356024,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,55,6,INTERMEDIATE,89.975,0.174000000,2025_1_LEC_55
Low Risk,0.485000000,-0.819944103,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,56,6,INTERMEDIATE,89.801,0,2025_1_LEC_56
Low Risk,0.445666667,-0.348139869,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,LEC,57,6,INTERMEDIATE,90.964,1.163,2025_1_LEC_57
High Risk,8.783,2.992704294,Outlier,Exclude: Statistical Outlier,2025,1,Australian Grand Prix,NOR,8,4,INTERMEDIATE,96.278,8.783,2025_1_NOR_8
High Risk,7.963,2.172716817,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,9,4,INTERMEDIATE,94.638,7.143,2025_1_NOR_9
High Risk,6.853666667,0.918735969,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,10,4,INTERMEDIATE,92.13,4.635000000,2025_1_NOR_10
High Risk,5.490666667,0.948235518,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,11,4,INTERMEDIATE,92.189,4.694000000,2025_1_NOR_11
High Risk,4.537333333,0.742738657,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,12,4,INTERMEDIATE,91.778,4.283,2025_1_NOR_12
High Risk,4.266666667,0.512742169,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,13,4,INTERMEDIATE,91.318,3.823000000,2025_1_NOR_13
High Risk,3.802,0.251246163,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,14,4,INTERMEDIATE,90.795,3.3,2025_1_NOR_14
High Risk,3.284666667,-0.033249492,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,15,4,INTERMEDIATE,90.226,2.731000000,2025_1_NOR_15
High Risk,2.829333333,-0.170247400,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,16,4,INTERMEDIATE,89.952,2.457000000,2025_1_NOR_16
High Risk,2.652333333,-0.014249782,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,17,4,INTERMEDIATE,90.264,2.769000000,2025_1_NOR_17
High Risk,2.625666667,-0.073248881,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,18,4,INTERMEDIATE,90.146,2.651,2025_1_NOR_18
High Risk,2.825333333,0.129248026,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,19,4,INTERMEDIATE,90.551,3.056,2025_1_NOR_19
High Risk,2.974,0.208746812,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,20,4,INTERMEDIATE,90.71,3.215000000,2025_1_NOR_20
High Risk,3.003333333,-0.029249553,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,21,4,INTERMEDIATE,90.234,2.739000000,2025_1_NOR_21
High Risk,2.919666667,0.003749943,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,22,4,INTERMEDIATE,90.3,2.805000000,2025_1_NOR_22
High Risk,2.657000000,-0.185247171,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,23,4,INTERMEDIATE,89.922,2.427000000,2025_1_NOR_23
High Risk,2.474666667,-0.302745376,Normal,Use: Clean Lap,2025,1,Australian Grand Prix,NOR,24,4,INTERMEDIATE,89.687,2.192000000,2025_1_NOR_24
